ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,ID_REGION_ESTABLE,ID_PROVINCIA_ESTABLE,ID_COMUNA_ESTABLE,DS_COMUNA_ESTABLE,N EVALUADO,IVM Establecimiento,IVM Bajo,IVM Medio,IVM Alto,IVM Muy Alto,IVM Salud,IVM Discapacidad,IVM Educación,IVM Habitabilidad,IVM Familiar,IVM Participación,IVM CSE Familia,IVM CSE Comunal
5,1,JOVINA NARANJO FERNANDEZ,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,106,44.2115069718741,24,24,26,32,47.8844131246218,1.33228966855445,14.028934972711,20.9439855498443,37.1990655551087,3.75766027939032,46.5029910990254,22.1752708313436
8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,116,49.5708166038182,10,18,27,61,46.4764383020806,1.70441195528863,12.3570316226916,21.3730013080517,32.5523050355966,19.1979477427658,55.5518599477668,22.1752708313436
9,4,ESCUELA REPUBLICA DE ISRAEL,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,598,41.5181479773518,167,166,168,97,47.3826611903249,3.58321037262139,13.5410008995021,20.1680984997916,34.2893273123472,1.16882971268629,45.5233341958532,22.1752708313436
10,8,ESCUELA REPUBLICA DE FRANCIA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,67,55.5335106773261,2,6,11,48,48.4393752624899,2.95092219124598,13.4456845011489,21.6140724759335,38.5656762825805,30.7068853035097,56.1962324462828,22.1752708313436
11,6,ESC. GRAL. PEDRO LAGOS MARCHANT,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,136,50.1389842270765,10,26,24,76,42.7473660412426,5.52876952627699,16.552890036958,23.1112267439091,36.179303358056,20.2668909575584,56.8644537881175,22.1752708313436
12,4,ESCUELA GRAL JOSE MIGUEL CARRERA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,134,45.3512169208694,20,27,43,44,49.1256436845297,4.54031147403268,15.7915342141682,20.3161232090243,34.8299971141129,4.41622227490308,54.0924986799987,22.1752708313436
13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,108,49.5748413752836,6,16,31,55,41.3822450216797,1.3076176376553,14.139772017393,23.0097012488502,35.3065499067154,15.7358955625314,58.4299528686763,22.1752708313436
14,0,ESCUELA ROMULO J. PENA MATURANA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,147,49.3014018109051,6,31,40,70,41.1695668699032,2.70552235927538,15.3172336084006,21.9871202260372,32.5975245057572,19.4184171858074,57.9167041345794,22.1752708313436
15,9,LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,135,42.2708488198654,28,45,36,26,46.4183033656085,3.79983825106235,10.1468151770571,19.486565528111,35.2072229864627,1.5803943853492,48.8441070050561,22.1752708313436
16,7,ESCUELA REGIMIENTO RANCAGUA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,126,51.8340263912746,6,15,23,82,45.4675782629378,2.93227972888989,16.3383803388118,21.5187078924186,34.2815296013752,27.2970048441342,56.2791097914241,22.1752708313436
17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,191,48.6706191894565,20,34,43,94,45.8807833735026,3.64096111846577,15.7037931712041,20.6741558932553,35.0387424580301,15.7744104666186,55.9715115058777,22.1752708313436
18,3,ESC. COMTE. JUAN JOSE SAN MARTIN,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,127,48.2138772270862,19,16,30,62,42.3939668895028,4.56816690194507,15.7008095884261,21.299996243577,36.19593569849,16.5044978542368,55.2447371869333,22.1752708313436
19,1,ESC. HUMBERTO VALENZUELA GARCIA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,136,53.1007184407922,4,17,22,93,47.4859781304293,3.75507316696249,14.2754660075525,22.3416909364467,37.1955868446678,23.8582893588568,57.5230544036158,22.1752708313436
20,5,ESCUELA TUCAPEL,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,202,52.4183315268804,11,17,39,135,49.330193096663,4.93916726145287,16.2459468697852,21.1657991540323,36.5975893125177,23.5042981839815,56.2778506155827,22.1752708313436
22,1,ESCUELA GABRIELA MISTRAL,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,358,45.4075799240694,49,97,108,104,44.1709695517169,6.06425794357806,17.4289363631673,20.8127300919443,35.0244835276155,8.07626174861046,54.3293903950391,22.1752708313436
25,6,COLEGIO CENTENARIO DE ARICA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,247,48.3328964289814,31,36,73,107,45.0223465641441,2.92983042348306,15.3933672178402,20.7796483505504,34.634048964901,14.6489008193394,57.6291364399844,22.1752708313436
26,4,ESCUELA REPUBLICA DE ARGENTINA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,115,50.6980144775185,8,19,19,69,50.348203775345,5.17759629240836,13.0378701512266,22.1810186352065,34.3150586375297,20.6450214621922,53.0516150691554,22.1752708313436
27,2,ESCUELA ESMERALDA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,134,57.6165454377376,4,9,8,113,49.85171691891,5.9530730359215,11.698440078294,24.2699013732318,34.1049144840751,39.5625954419472,56.3755916924886,22.1752708313436
28,0,ESCUELA RICARDO SILVA ARRIAGADA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,233,43.7988007388209,45,69,58,61,46.2884146287962,3.70215710850029,15.3103583732446,20.6002660311949,32.4694681434439,9.46920991445315,46.6679366680755,22.1752708313436
29,9,ESCUELA AMERICA,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,267,57.923407540486,2,10,38,217,46.2941307102509,3.24786154551913,16.6545005315069,23.0216849537445,32.3949793100104,45.9442600374559,57.4447156679423,22.1752708313436
31,0,ESCUELA DARIO SALAS DIAZ,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,161,46.1343460194898,24,43,33,61,38.190204206652,2.56508176331315,19.6693392549333,21.6711893600833,32.2171895612358,11.3351944350242,56.9194383586998,22.1752708313436
32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,255,43.6086001568757,70,58,48,79,40.7978009547584,32.2586522658307,12.2343662220056,21.1570586752347,28.5644196436552,12.499215298565,62.1382595335185,22.1752708313436
33,7,ESCUELA CARLOS CONDELL DE LA HAZA,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,83,46.400070956763,8,20,21,34,47.7004399943352,5.1595727828115,12.9986643322669,23.1084858332136,28.3604313775932,5.35995075724023,56.1931934136706,22.1752708313436
35,3,ESCUELA GRAL. MANUEL BAQUEDANO,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,69,53.9378645006985,1,9,9,50,41.8881151388974,3.274729388215,22.3091935897764,22.3514551503694,34.8970634778563,35.3770889164509,56.7043920010305,22.1752708313436
36,1,ESCUELA IGNACIO CARRERA PINTO,Servicio Local de Educación(SLE),Urbano,15,151,15101,Arica,164,53.9222714996203,3,18,36,107,38.7340367045515,4.25434016349683,14.511769113922,22.4210494575592,38.8765605533287,34.8429496499434,55.3417283143303,22.1752708313436
38,8,ESCUELA ESPAÑA,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,197,46.5792828014896,24,50,49,74,35.4050569658898,6.47502929022328,17.0811256915949,22.7721856159181,32.7501640573648,14.1156143127567,58.3690806914036,22.1752708313436
39,6,ESCUELA PAMPA ALGODONAL,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,50,55.7931398483589,0,5,9,36,43.4639917340746,1.12978163893418,25.5940378725646,23.8829397893298,27.2388583799749,42.8176036721741,58.4180608562401,22.1752708313436
41,8,ESCUELA VALLE DE CHACA,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,59,56.7239304901512,0,0,12,47,42.8391785960719,0.478721033446684,23.2164895410241,24.2137656546773,25.9222680615591,40.1816478154442,60.0111469081574,22.1752708313436
42,6,ESCUELA MOLINOS LLUTA,Servicio Local de Educación(SLE),Rural,15,151,15101,Arica,20,59.3859531610556,0,2,1,17,49.8620576355679,3.58777295133228,26.0151471049384,20.3866519745547,34.4058827816269,47.0879831791025,53.4387965080921,22.1752708313436
45,0,COLEGIO ITALIANO SANTA ANA,Particular Subvencionado,Urbano,15,151,15101,Arica,250,43.2791456961354,58,61,67,64,46.5313085017282,1.52978163893417,12.2972278275457,19.68014101554,33.956820029078,5.80084755632517,47.8325282866829,22.1752708313436
50,7,COLEGIO ADVENTISTA DE ARICA,Particular Subvencionado,Urbano,15,151,15101,Arica,180,40.2326789617119,61,49,45,25,36.518918719032,4.33420664748347,14.3457946378429,20.9305910547771,32.9925267401822,0.739513843729019,50.9880784184164,22.1752708313436
52,3,LICEO BICENTENARIO DOMINGO SANTA MARIA,Particular Subvencionado,Urbano,15,151,15101,Arica,843,45.7540539913094,139,181,231,292,43.8098002921397,4.22792372982371,14.4571831570724,21.3634271860377,34.6835292354904,11.308347890725,52.220752341458,22.1752708313436
56,6,COLEGIO SAN MARCOS DE ARICA,Particular Subvencionado,Urbano,15,151,15101,Arica,315,40.0938945046752,93,109,76,37,51.9083395477794,1.03478199297408,12.4091488360693,19.8215204369329,30.0442385730199,1.21526224517163,37.5545157246822,22.1752708313436
60,4,COLEGIO ALEMAN DE ARICA,Particular Subvencionado,Urbano,15,151,15101,Arica,301,43.4117334629605,58,90,77,76,49.901794510263,2.12270595242609,11.4833169382744,21.3775622034605,33.9142060209402,1.46904443005721,48.5738665732792,22.1752708313436
67,1,ABRAHAM LINCOLN SCHOOL,Particular Subvencionado,Urbano,15,151,15101,Arica,239,42.0719257642595,54,63,81,41,52.9203163991456,1.3638340074763,13.4543445472926,20.4371014726728,32.5037987273426,0.766998987673849,42.4933595810468,22.1752708313436
70,1,ESCUELA VALLE DE ESQUINA,Servicio Local de Educación(SLE),Rural,15,151,15102,Camarones,157,65.9255308180855,0,1,0,5,42.3290088820717,0.0,21.8416890761656,28.8450768805976,33.2197033433369,53.7208768103162,57.5973767976668,59.8986299551179
72,8,LICEO VALLE DE CODPA,Servicio Local de Educación(SLE),Rural,15,151,15102,Camarones,157,65.9783921996308,0,0,1,13,51.4346555342215,0.0,13.6095463602765,32.4821195628676,28.1861848880055,59.4416223545525,58.1444641776358,59.8986299551179
74,4,ESCUELA VALLE DE CAMARONES,Servicio Local de Educación(SLE),Rural,15,151,15102,Camarones,157,50.3208481933074,1,3,0,5,40.1341223741024,0.0,12.0864199715969,30.605772761714,19.8472384110462,9.14763406627752,72.09252296339,59.8986299551179
75,2,ESCUELA VALLE DE GUANACAGUA,Servicio Local de Educación(SLE),Rural,15,151,15102,Camarones,157,35.0959318410049,1,1,0,0,0.0,0.0,22.6229036184699,25.2492101045823,25.7424575664963,0.0,58.996294439045,59.8986299551179
76,0,ESCUELA VALLE DE CUYA,Servicio Local de Educación(SLE),Rural,15,151,15102,Camarones,157,44.163183102247,0,1,1,0,60.2574997565008,0.0,4.70325677382659,20.5817578180059,20.5192100416982,0.0,54.9639390582936,59.8986299551179
78,7,LICEO GRANADEROS,Servicio Local de Educación(SLE),Rural,15,152,15201,Putre,62,47.4534668847034,8,13,15,26,43.9245576267559,9.81293125032869,15.3299977497843,22.0960832295062,38.0886371240465,9.51787804289541,56.0072237158851,34.857846957785
79,5,ESCUELA EL MARQUEZ,Servicio Local de Educación(SLE),Rural,15,152,15201,Putre,157,60.8332895875259,0,0,0,5,31.9370118968732,5.64890819467088,10.9814313775739,24.6667814937278,44.0368971482849,55.9330389110543,57.3833522867445,34.857846957785
81,7,ESCUELA PAYACHATAS,Servicio Local de Educación(SLE),Rural,15,152,15201,Putre,157,59.8959707144886,0,0,0,1,63.8740237937464,0.0,5.24738869311191,20.2767501765681,59.0148826976558,3.25720293177689,100.0,34.857846957785
82,5,ESCUELA SAN FRANCISCO DE ASIS,Servicio Local de Educación(SLE),Rural,15,152,15201,Putre,157,52.5831395909629,0,0,0,1,0.0,0.0,7.28800040191545,33.6938590088607,15.1650391818457,72.5570978011673,58.996294439045,34.857846957785
84,1,ESCUELA LOS ALAMOS,Servicio Local de Educación(SLE),Rural,15,152,15201,Putre,157,48.2131160470091,0,0,1,1,47.9055178453098,0.0,15.2386569545391,21.2157598877777,46.0555426820453,3.25720293177689,52.5445258298427,34.857846957785
86,8,ESCUELA SAN SANTIAGO DE BELEN,Servicio Local de Educación(SLE),Rural,15,152,15201,Putre,157,45.8046697838164,0,0,1,0,31.9370118968732,0.0,19.2920373624885,20.8867654594436,72.5766748689261,0.0,42.5380778292729,34.857846957785
87,6,ESCUELA ANCOLACANE,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,58.6922155110305,0,0,0,2,47.9055178453098,14.1222704866772,8.87242054270382,24.075157325533,41.0051203706689,24.1856992670558,78.6916761433722,78.6899350225771
89,2,ESCUELA HUMAPALCA,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,46.769141593671,0,1,1,2,55.8897708195281,0.0,11.8325053862562,21.2959131135363,25.7976811659762,2.44290219883267,59.3995299771202,78.6899350225771
90,6,ESCUELA INTERNADO VISVIRI,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,26,57.5938550976533,0,1,4,21,50.2436207630957,4.34531399590067,17.6461877136541,23.4391856208745,37.5619633205721,35.5532152396374,65.0918703351602,78.6899350225771
91,4,ESCUELA COSAPILLA,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,43.1400926819216,1,0,0,1,63.8740237937464,0.0,10.1188829983189,11.3584056540351,9.71969129326899,0.0,73.6884521430873,78.6899350225771
92,2,ESCUELA CHISLLUMA,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,72.7764611385039,0,0,0,2,31.9370118968732,0.0,31.244578828864,31.6747478790962,34.4514276378778,98.3713985341116,55.7704101344439,78.6899350225771
93,0,ESCUELA CHUJLLUTA,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,63.7520408500732,0,0,0,4,31.9370118968732,0.0,13.6899779680341,24.9556013869183,39.7291576730007,77.3942376545785,50.4461493677754,78.6899350225771
94,9,ESCUELA GUACOYO,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,40.9394765997623,1,3,0,1,12.7748047587493,0.0,18.8538278926565,24.0652398716776,31.2832187519988,1.30288117271076,70.4274321718188,78.6899350225771
95,7,ESCUELA COLPITAS,Servicio Local de Educación(SLE),Rural,15,152,15202,General Lagos,157,81.4653308878858,0,0,0,1,88.5779876161285,0.0,19.873198973901,19.2869906359324,56.4987399779617,64.4951980454821,60.6092365913456,78.6899350225771
103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,150,41.9792881325805,46,35,36,33,45.2569817327927,10.2290537687148,14.1953892621106,20.8185304516082,33.8549523717526,3.05315182001662,47.9299329915669,10.3835063659803
109,0,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,174,52.2049992579142,9,20,33,112,41.177790321524,10.7046126797734,11.951928164584,22.050933080902,32.4510183946052,33.2891597781947,56.201794184407,10.3835063659803
110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,282,46.665932910228,32,60,91,99,41.5620787404758,11.5451700947554,14.3829033474285,20.6123235668146,38.3447512090115,17.8136786034704,51.018159135781,10.3835063659803
111,2,ESCUELA GABRIELA MISTRAL,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,282,47.14955614849,42,46,72,122,39.1580604556203,14.5363435630294,17.7227010125692,22.3831593394401,37.6014510169461,16.5279288251697,52.7915961994564,10.3835063659803
112,0,ESCUELA EDUARDO LLANOS,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,282,47.589153468443,31,63,73,115,42.7229684080262,8.24540855518133,15.9098233383965,21.8158392839735,33.3643012261053,18.2738585292739,53.1537488319168,10.3835063659803
113,9,ESCUELA ALMIRANTE PATRICIO LYNCH,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,407,52.1104493695257,17,37,81,272,42.7819217052964,11.4541805677024,13.5162121263653,20.9883314367635,34.0090459541637,35.2483280535251,54.5832670455274,10.3835063659803
114,7,ESCUELA PLACIDO VILLARROEL,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,256,52.9221985186877,13,16,55,172,39.6957445759043,12.055745003441,17.3338046888387,22.7862942872904,38.9950483808537,34.5176310087747,53.7211208351084,10.3835063659803
116,3,COLEGIO REPUBLICA DE CROACIA,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,295,53.4464203399241,10,26,57,202,45.4629398818085,9.34148463295258,18.3217288572359,21.7247629232744,33.9102187531815,35.2743568091618,55.9611381718909,10.3835063659803
117,1,ESCUELA PAULA JARAQUEMADA ALQUIZAR,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,265,49.3932256131022,31,27,78,129,35.1981889571216,8.8319682627965,14.0336837625194,22.4810323038795,34.0964600328486,28.7538587430072,55.3831376211842,10.3835063659803
119,8,ESCUELA CENTENARIO,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,305,52.3015069669129,10,43,54,198,33.8837049436783,11.6356502529884,15.1715623803794,22.7391686415426,37.2362011938398,33.7832395364118,55.6717214440086,10.3835063659803
122,8,ESCUELA THILDA PORTILLO OLIVARES,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,132,50.0146517594338,16,16,29,71,45.8347286615131,9.15455861757863,15.8058488038723,21.9218008229859,37.9945046721605,20.2550015822206,52.8188738190451,10.3835063659803
123,6,COLEGIO ESPANA,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,261,53.4937241394834,6,22,56,177,41.3078526489357,8.58418233578955,16.0115560865178,21.995164195281,36.1167988310614,37.5983666859735,55.6288985193877,10.3835063659803
125,2,ESCUELA PROFESOR MANUEL CASTRO RAMOS,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,275,46.1363727943342,43,53,83,96,42.133822468089,7.34215159355373,15.0966068719435,20.3147982894035,33.5770501648449,19.2353065553914,49.7989267080041,10.3835063659803
126,0,COLEGIO REPUBLICA DE ITALIA,Servicio Local de Educación(SLE),Urbano,1,11,1101,Iquique,274,47.692741905619,29,50,79,116,42.2511776638349,10.7873648420475,14.9556397099468,20.4990546451367,33.7147136683184,21.740440466908,53.7792497161921,10.3835063659803
127,9,LICEO MARIA AUXILIADORA,Particular Subvencionado,Urbano,1,11,1101,Iquique,284,39.3904910425192,94,104,60,26,49.3529971242245,11.7004119696289,11.7564952030694,19.7992238297007,31.5463022557769,0.425070229322679,42.1556714294044,10.3835063659803
129,5,LICEO SUPERIOR GABRIELA MISTRAL,Particular Subvencionado,Urbano,1,11,1101,Iquique,99,52.2952437494562,2,10,22,65,41.9221162092016,8.31987994545773,11.9553796068405,21.7399535643718,34.7193512465593,35.0435457543071,53.437507090321,10.3835063659803
130,9,COLEGIO NORTH COLLEGE,Particular Subvencionado,Urbano,1,11,1101,Iquique,112,39.6648110535215,38,33,25,16,47.393410396831,10.2849344247649,12.7238208177732,20.827156342958,30.0424676702357,1.41613952020069,44.2586167277497,10.3835063659803
131,7,COLEGIO ESCASCE,Particular Subvencionado,Urbano,1,11,1101,Iquique,130,44.9080390271222,20,31,44,35,45.1094911843402,12.1374537181577,13.077551774235,21.3530717266145,31.0687858638184,15.1630037188638,49.9157660419749,10.3835063659803
132,5,COLEGIO BAJO MOLLE,Particular Subvencionado,Urbano,1,11,1101,Iquique,506,38.677945374997,198,178,81,49,51.207329137801,9.76681558814603,12.4822833351053,19.7330214072117,30.6102643500652,1.42189037104589,34.2029697543179,10.3835063659803
133,3,COLEGIO ADVENTISTA DE IQUIQUE,Particular Subvencionado,Urbano,1,11,1101,Iquique,178,41.783643977782,45,45,50,38,45.4963028597135,8.21686857460993,10.8256447349512,20.1490573465903,33.3330426076595,3.32550458844571,48.6617407157091,10.3835063659803
134,1,LICEO ATENEA,Particular Subvencionado,Urbano,1,11,1101,Iquique,117,43.1265345057974,28,24,39,26,42.9630577840789,9.4735191241058,11.398487097956,20.6028126200494,31.9560593029226,8.6045563427688,51.3153850634045,10.3835063659803
144,9,COLEGIO IQUIQUE YOUNG SCHOOL,Particular Subvencionado,Urbano,1,11,1101,Iquique,95,42.6419737706659,28,18,31,18,43.0674887220924,10.6147551317935,13.687223448294,22.0598715862906,30.4628034742826,7.61227215856407,50.5510012710522,10.3835063659803
154,6,ESCUELA BASICA FRONTERIZA,Municipal DAEM,Rural,1,14,1404,Huara,22,46.73685728437,4,4,6,8,31.8678281749389,19.361651263038,14.9591536496196,22.5057491841648,28.282668982405,29.8400410843313,58.5922990756428,45.0112719878642
156,2,ESCUELA PISAGUA,Municipal DAEM,Rural,1,14,1404,Huara,157,42.6133136013568,4,2,5,3,50.1867329808007,19.2476604171519,14.5849896767997,23.6117836747646,33.5015684885611,0.232657352269778,53.6954171241112,45.0112719878642
158,9,ESCUELA CHIAPA,Municipal DAEM,Rural,1,14,1404,Huara,157,51.2665999137335,0,0,1,1,47.9055178453098,14.1222704866772,24.447319503834,23.0909766753638,19.2563533191217,33.8762004886295,55.4851358404805,45.0112719878642
159,7,ESCUELA JAINA,Municipal DAEM,Rural,1,14,1404,Huara,157,46.1668877361145,1,2,1,2,21.2913412645821,9.41484699111813,21.0646509115112,17.0514710929139,20.6656209049882,32.7904661780372,64.649112498733,45.0112719878642
160,0,ESCUELA PACHICA,Municipal DAEM,Rural,1,14,1404,Huara,157,44.3724185398639,1,4,4,4,36.2940100291236,21.9025863784664,9.17617882607584,21.2241582955955,31.5769708932849,20.4053034608883,56.3436596535043,45.0112719878642
161,9,LICEO DE HUARA,Municipal DAEM,Rural,1,14,1404,Huara,136,43.1197745980889,30,38,34,34,32.8315698384708,14.6217568681427,16.4506876134113,21.3202615704863,32.1488837243698,15.1489099197251,54.5268151095208,45.0112719878642
162,7,ESCUELA SIBAYA,Municipal DAEM,Rural,1,14,1404,Huara,36,45.253317352747,4,13,8,11,34.999174887801,11.471615663706,12.9394560888465,23.749470665284,28.9007538766446,12.7773505561804,55.9926391668211,45.0112719878642
165,1,ESCUELA CHUSMIZA,Municipal DAEM,Rural,1,14,1404,Huara,157,34.95550750403,1,0,0,0,31.9370118968732,0.0,22.1100925882953,17.4569447873059,9.37503346895579,0.0,52.2157307430764,45.0112719878642
167,8,ESCUELA CAMINA,Municipal DAEM,Rural,1,14,1402,Camiña,59,42.8689215769918,12,18,14,15,37.35006476075,7.4395676555975,13.0646908862942,20.0833329512825,32.4806787260568,16.8656839089989,45.9709945705409,63.8811832847347
168,6,ESCUELA CUISAMA,Municipal DAEM,Rural,1,14,1402,Camiña,157,35.8592133220815,1,1,0,0,31.9370118968732,14.1222704866772,22.8481015434282,20.7660510564194,20.4844165339132,0.0,48.1833753623249,63.8811832847347
169,4,ESCUELA QUISTAGAMA,Municipal DAEM,Rural,1,14,1402,Camiña,157,38.8045932789572,1,1,0,0,47.9055178453098,0.0,11.9354557014868,14.9025549909883,23.3102903012244,0.0,50.9315836775422,63.8811832847347
170,8,ESCUELA NAMA,Municipal DAEM,Rural,1,14,1402,Camiña,157,41.6201404081369,1,2,3,0,31.9370118968732,9.41484699111813,9.98432742342693,25.4386859203462,33.2106022929343,14.2643182547125,43.8273971083957,63.8811832847347
171,6,ESCUELA APAMILCA,Municipal DAEM,Rural,1,14,1402,Camiña,157,47.4953645570637,0,1,3,1,31.9370118968732,5.64890819467088,10.934863927921,27.23922815972,30.2783650845917,22.8012805212048,54.8026448430635,63.8811832847347
172,4,ESCUELA CHAPIQUILTA,Municipal DAEM,Rural,1,14,1402,Camiña,157,59.687597764056,0,0,1,3,23.9527589226549,0.0,2.07338461152242,32.8529914207953,45.0277545068089,50.0,51.4914584386177,63.8811832847347
173,2,ESCUELA MOQUELLA,Municipal DAEM,Rural,1,14,1402,Camiña,157,48.7401615177705,1,2,2,5,36.8778046613496,2.82445409733544,12.5004735257418,21.7858017007204,23.3065768837711,32.5733193159187,54.1245884734667,63.8811832847347
174,0,ESCUELA FRANCIA,Municipal DAEM,Rural,1,14,1402,Camiña,157,52.4431119214762,0,2,4,7,34.3937051197096,0.0,9.331087498661,20.307934966544,45.6130672171841,26.6349532720997,55.0006833651693,63.8811832847347
175,9,ESCUELA YALA YALA,Municipal DAEM,Rural,1,14,1402,Camiña,157,47.6327528535606,0,0,2,0,63.8740237937464,0.0,9.17335685020714,22.4118036666324,43.8293623985404,1.62860146588844,42.3736802858898,63.8811832847347
177,5,ESCUELA BASICA CARIQUIMA,Municipal DAEM,Rural,1,14,1403,Colchane,157,58.6281436090622,0,2,0,10,26.0114225745201,13.0407568288924,12.1317627244728,23.3938557373987,32.0486000121994,71.498399348494,58.4624073182628,71.4947110165687
178,3,LICEO TECNICO PROFESIONAL COLCHANE,Municipal DAEM,Rural,1,14,1403,Colchane,71,54.1597856259689,1,8,14,48,35.5778698514351,8.38624751587269,14.2058664973294,23.8451499071309,33.3903439156675,41.7520657546126,54.4449919640152,71.4947110165687
185,6,ESCUELA BASICA PISIGA-CHOQUE,Municipal DAEM,Rural,1,14,1403,Colchane,157,54.9077973788343,0,0,0,7,36.4994421678551,4.03493442476491,14.3710855912394,26.4552488225224,16.5701326286443,55.1419424848538,55.5399898269724,71.4947110165687
186,4,ESCUELA BASICA ENQUELGA,Municipal DAEM,Rural,1,14,1403,Colchane,157,59.8588481015792,0,0,1,2,31.9370118968732,33.3333333333333,26.0086090308481,26.8248899538436,36.6053109607607,64.4951980454821,52.3253291053318,71.4947110165687
187,2,ESCUELA VERTIENTE DEL SABER,Municipal DAEM,Rural,1,14,1405,Pica,119,42.8790152200341,35,20,32,32,39.8579472336359,9.3143003152973,13.3718497600601,18.2496378238438,34.1516557873817,9.97163013661723,52.3975691866256,33.4600937506075
188,0,ESC. MATILLA DE NUEVA EXTREMADURA,Municipal DAEM,Rural,1,14,1405,Pica,92,45.1096931662105,16,19,26,31,40.3098389457433,12.6369848508757,11.2508309241572,20.56537487813,31.4905317625972,19.9943268633824,51.197115714086,33.4600937506075
192,9,ESCUELA BASICA MAMINA,Corporación Municipal,Rural,1,14,1401,Pozo Almonte,157,44.1034528576194,2,6,6,1,42.5826825291643,17.9644830560084,16.8391834764509,23.9301771209928,43.608190702022,0.0,48.7324522452602,31.8653768620862
193,7,ESCUELA BASICA POZO ALMONTE,Corporación Municipal,Rural,1,14,1401,Pozo Almonte,287,40.7118069509237,86,85,74,42,41.492575379512,13.6979746930139,15.3959863035351,20.5616072085791,30.8678679057626,6.55546961331584,48.4096350455024,31.8653768620862
195,3,ESCUELA BASICA LA TIRANA,Corporación Municipal,Rural,1,14,1401,Pozo Almonte,125,42.2942530242459,31,34,37,23,38.5098696517665,11.3527335058182,17.0729938844715,20.0450322091352,31.5983786091762,6.79555730423077,57.4174787217255,31.8653768620862
196,1,ESCUELA BASICA HUATACONDO,Corporación Municipal,Rural,1,14,1401,Pozo Almonte,157,51.4718109608482,1,0,3,6,51.0992190349971,2.82445409733544,8.66780045080507,19.2231907944224,27.7829558281361,30.7441753620633,50.3217838275529,31.8653768620862
